,contributor_uuid,topic_name,start_pos,blank,end_pos,article_text_length,article_number,created,cumulative,start_pos_adjusted,end_pos_adjusted
309,bbe329,2,1159,,1308,2024,100067,2020-10-03 00:04:10.490436,38529,37664,37813
310,bbe329,2,1499,,1738,2024,100067,2020-10-03 00:04:10.490436,38529,38004,38243
311,bbe329,2,1778,,1971,2024,100067,2020-10-03 00:04:10.490436,38529,38283,38476
312,c386e6,2,94,,247,2024,100067,2020-10-03 00:05:06.123264,38529,36599,36752
313,c386e6,2,314,,395,2024,100067,2020-10-03 00:05:06.123264,38529,36819,36900
314,c386e6,2,481,,574,2024,100067,2020-10-03 00:05:06.123264,38529,36986,37079
315,c386e6,2,744,,918,2024,100067,2020-10-03 00:05:06.123264,38529,37249,37423
316,c386e6,2,1114,,1308,2024,100067,2020-10-03 00:05:06.123264,38529,37619,37813
317,c386e6,2,1311,,1496,2024,100067,2020-10-03 00:05:06.123264,38529,37816,38001
318,c386e6,2,1499,,1738,2024,100067,2020-10-03 00:05:06.123264,38529,38004,38243
319,c386e6,2,1778,,1971,2024,100067,2020-10-03 00:05:06.123264,38529,38283,38476
