,index,contributor_uuid,topic_name,blank,start_pos_adjusted,end_pos_adjusted,cumulative
423,u423,0b2ee3,1,,23321,23403,24831
424,u424,0b2ee3,1,,23737,23890,24831
425,u425,0b2ee3,1,,24705,24828,24831
426,u426,0b2ee3,1,,22080,22382,24831
427,u427,0b2ee3,1,,24392,24504,24831
428,u428,e44f57,1,,25159,25219,28640
429,u429,e44f57,1,,25221,25380,28640
430,u430,e44f57,1,,25384,25628,28640
431,u431,e44f57,1,,26287,26291,28640
432,u432,e44f57,1,,27969,28095,28640
433,u433,e44f57,1,,25954,26271,28640
434,u434,e44f57,1,,26274,26401,28640
435,u435,e44f57,1,,26406,26598,28640
436,u436,e44f57,1,,28097,28297,28640
437,u437,e44f57,1,,27119,27603,28640
438,u438,e44f57,1,,27608,27966,28640
439,u439,e44f57,1,,28331,28503,28640
440,u440,e44f57,1,,28506,28638,28640
441,u441,e08341,1,,25030,25061,28640
442,u442,e08341,1,,25221,25243,28640
443,u443,e08341,1,,25360,25380,28640
444,u444,e08341,1,,25498,25553,28640
445,u445,e08341,1,,25456,25487,28640
446,u446,e08341,1,,27969,28095,28640
447,u447,e08341,1,,25954,26401,28640
448,u448,e08341,1,,27234,27603,28640
449,u449,e08341,1,,27608,27966,28640
450,u450,e08341,1,,28097,28297,28640
451,u451,e08341,1,,28300,28503,28640
452,u452,e08341,1,,28506,28638,28640
453,u453,452115,1,,25221,25230,28640
454,u454,e08341,1,,28981,29008,30225
455,u455,e08341,1,,28743,28978,30225
456,u456,e08341,1,,29011,29743,30225
457,u457,e08341,1,,30578,30934,32870
458,u458,e08341,1,,31008,31377,32870
459,u459,e08341,1,,31380,31678,32870
460,u460,e08341,1,,31682,31804,32870
461,u461,e08341,1,,32147,32868,32870
462,u462,e08341,1,,32870,32997,36505
463,u463,e08341,1,,33266,33298,36505
464,u464,e08341,1,,33434,33743,36505
465,u465,e08341,1,,34586,34979,36505
466,u466,e08341,1,,35864,36183,36505
467,u467,e08341,1,,34982,35289,36505
468,u468,e08341,1,,35510,35620,36505
469,u469,e08341,1,,35666,35718,36505
470,u470,e08341,1,,35736,35861,36505
471,u471,e08341,1,,36186,36267,36505
472,u472,2c0015,1,,32870,33054,36505
473,u473,2c0015,1,,33266,33333,36505
474,u474,2c0015,1,,33434,33609,36505
475,u475,2c0015,1,,33642,33743,36505
476,u476,2c0015,1,,34229,34238,36505
477,u477,2c0015,1,,35584,35620,36505
478,u478,2c0015,1,,35740,35836,36505
479,u479,2c0015,1,,36186,36189,36505
480,u480,2c0015,1,,36186,36189,36505
481,u481,2c0015,1,,36186,36267,36505
482,u482,2c0015,1,,36195,36196,36505
483,u483,2c0015,1,,36196,36234,36505
484,u484,2c0015,1,,36260,36267,36505
485,u485,2c0015,1,,36260,36267,36505
486,u486,2c0015,1,,36186,36189,36505
487,u487,2c0015,1,,34586,34804,36505
488,u488,2c0015,1,,34808,34979,36505
489,u489,2c0015,1,,35126,35289,36505
490,u490,2c0015,1,,34982,35121,36505
491,u491,2c0015,1,,35864,36183,36505
492,u492,2c0015,1,,35534,35620,36505
493,u493,41a6c6,1,,32870,33054,36505
494,u494,41a6c6,1,,33434,33609,36505
495,u495,41a6c6,1,,33642,33743,36505
496,u496,41a6c6,1,,34229,34238,36505
497,u497,41a6c6,1,,35740,35861,36505
498,u498,41a6c6,1,,33266,33333,36505
499,u499,41a6c6,1,,34586,34804,36505
500,u500,41a6c6,1,,34808,34948,36505
501,u501,41a6c6,1,,34982,35121,36505
502,u502,41a6c6,1,,35126,35289,36505
503,u503,41a6c6,1,,35868,36183,36505
504,u504,41a6c6,1,,35584,35620,36505
505,u505,c386e6,1,,32870,32892,36505
506,u506,c386e6,1,,32893,33054,36505
507,u507,c386e6,1,,33266,33333,36505
508,u508,c386e6,1,,33434,33609,36505
